up_votes,label,years
0,US,2009
3,un,2009
4,US,2009
4,iraq,2009
0,india,2009
4,china,2009
18,US,2009
0,india,2009
12,uk,2009
27,uk,2009
5,uk,2009
14,US,2009
3,uk,2009
37,uk,2009
4,uk,2009
3,US,2009
2,china,2009
1,uk,2009
7,US,2009
5,israel,2009
1,iraq,2009
0,uk,2009
2,israel,2009
16,US,2009
0,israel,2009
52,US,2009
0,israel,2009
0,israel,2009
3,israel,2009
0,US,2009
43,israel,2009
0,india,2009
4,iraq,2009
2,US,2009
0,un,2009
1,US,2009
5,US,2009
0,US,2009
2,US,2009
0,US,2009
0,US,2009
1,egypt,2009
17,US,2009
0,china,2009
0,egypt,2009
1,uk,2009
15,israel,2009
502,egypt,2009
1,india,2009
0,US,2009
0,israel,2009
43,china,2009
43,un,2009
1,israel,2009
0,US,2009
0,china,2009
2,iraq,2009
4,uk,2009
4,iraq,2009
31,iraq,2009
49,israel,2009
8,iraq,2009
3,iraq,2009
0,US,2009
1,india,2009
2,egypt,2009
3,iraq,2009
3,israel,2009
0,iraq,2009
592,egypt,2009
131,uk,2009
10,israel,2009
3,US,2009
22,iraq,2009
0,china,2009
0,india,2009
5,US,2009
18,israel,2009
0,india,2009
0,US,2009
0,un,2009
6,israel,2009
6,un,2009
10,un,2009
9,israel,2009
1,india,2009
0,US,2009
0,egypt,2009
0,US,2009
0,israel,2009
0,iraq,2009
0,uk,2009
0,egypt,2009
4,iraq,2009
1,israel,2009
0,israel,2009
16,US,2009
16,israel,2009
9,uk,2009
0,israel,2009
0,israel,2009
0,israel,2009
9,israel,2009
0,uk,2009
2,US,2009
0,israel,2009
0,US,2009
3,US,2009
4,india,2009
5,israel,2009
16,israel,2009
1,US,2009
22,US,2009
0,china,2009
0,US,2009
3,uk,2009
0,china,2009
1,china,2009
0,china,2009
0,iraq,2009
1,uk,2009
0,US,2009
1,israel,2009
1,un,2009
2,un,2009
0,US,2009
24,un,2009
0,israel,2009
0,un,2009
5,israel,2009
5,un,2009
6,israel,2009
6,un,2009
0,US,2009
0,israel,2009
0,US,2009
0,israel,2009
0,un,2009
0,US,2009
108,uk,2009
24,israel,2009
0,US,2009
0,US,2009
0,israel,2009
1,israel,2009
0,uk,2009
0,uk,2009
0,un,2009
4,un,2009
2,israel,2009
2,un,2009
0,uk,2009
0,china,2009
0,iraq,2009
0,israel,2009
0,iraq,2009
1,israel,2009
0,US,2009
0,israel,2009
0,china,2009
0,un,2009
2,un,2009
46,india,2009
1,israel,2009
62,uk,2009
27,israel,2009
11,US,2009
0,uk,2009
5,uk,2009
17,china,2009
2,china,2009
0,israel,2009
0,un,2009
629,israel,2009
0,US,2009
11,uk,2009
0,uk,2009
19,US,2009
9,un,2009
11,china,2009
0,china,2009
2,US,2009
2,iraq,2009
3,china,2009
3,US,2009
23,un,2009
1,US,2009
1,US,2009
1,iraq,2009
0,israel,2009
1,uk,2009
0,israel,2009
7,un,2009
0,india,2009
0,israel,2009
1,un,2009
1,US,2009
0,US,2009
3,uk,2009
72,US,2009
72,china,2009
5,egypt,2009
4,US,2009
0,US,2009
3,india,2009
3,india,2009
363,uk,2009
0,uk,2009
11,US,2009
11,iraq,2009
0,israel,2009
1,uk,2009
0,US,2009
0,india,2009
13,US,2009
77,israel,2009
1,uk,2009
0,china,2009
0,US,2009
5,US,2009
0,US,2009
0,egypt,2009
1,india,2009
4,US,2009
0,US,2009
72,israel,2009
0,un,2009
0,israel,2009
1,china,2009
0,china,2009
0,US,2009
0,india,2009
7,US,2009
7,israel,2009
139,israel,2009
0,israel,2009
3,india,2009
6,uk,2009
71,israel,2009
6,india,2009
1,uk,2009
0,china,2009
97,US,2009
21,uk,2009
1,US,2009
0,US,2009
0,US,2009
0,china,2009
0,israel,2009
202,US,2009
5,US,2009
0,israel,2009
3,US,2009
7,US,2009
0,israel,2009
0,israel,2009
2,japan,2009
0,israel,2009
9,china,2009
6,israel,2009
0,uk,2009
0,US,2009
7,uk,2009
48,india,2009
0,US,2009
26,china,2009
7,israel,2009
8,china,2009
0,israel,2009
5,US,2009
2,US,2009
2,china,2009
6,israel,2009
19,china,2009
43,israel,2009
43,un,2009
0,US,2009
5,US,2009
0,china,2009
0,japan,2009
25,US,2009
5,US,2009
0,india,2009
1,un,2009
0,US,2009
18,uk,2009
5,uk,2009
1,iraq,2009
3,egypt,2009
2,egypt,2009
11,israel,2009
0,iraq,2009
1,US,2009
30,US,2009
30,china,2009
30,israel,2009
6,un,2009
20,israel,2009
3,india,2009
5,china,2009
5,india,2009
1,US,2009
1,china,2009
14,india,2009
14,un,2009
0,uk,2009
11,iraq,2009
17,israel,2009
0,US,2009
45,ukraine,2009
15,un,2009
1,china,2009
0,uk,2009
0,US,2009
0,US,2009
0,iraq,2009
0,US,2009
1,un,2009
9,US,2009
6,israel,2009
7,US,2009
3,US,2009
0,israel,2009
1,uk,2009
1,uk,2009
6,ukraine,2009
17,uk,2009
27,uk,2009
1,US,2009
124,china,2009
0,US,2009
3,israel,2009
2,US,2009
8,un,2009
14,un,2009
0,uk,2009
0,iraq,2009
8,US,2009
100,US,2009
100,israel,2009
1,china,2009
3,china,2009
8,china,2009
4,US,2009
8,israel,2009
18,china,2009
1,israel,2009
1,US,2009
3,US,2009
9,china,2009
2,un,2009
0,US,2009
0,china,2009
0,US,2009
4,israel,2009
3,US,2009
3,US,2009
24,US,2009
9,US,2009
2,israel,2009
13,US,2009
0,US,2009
10,israel,2009
5,US,2009
1,china,2009
3,US,2009
71,israel,2009
0,china,2009
1,US,2009
1,un,2009
0,US,2009
0,israel,2009
0,US,2009
0,US,2009
0,uk,2009
1,un,2009
5,iraq,2009
11,china,2009
1,iraq,2009
9,US,2009
0,japan,2009
7,un,2009
3,china,2009
0,india,2009
1,china,2009
25,US,2009
25,israel,2009
0,iraq,2009
0,US,2009
0,israel,2009
0,uk,2009
0,israel,2009
5,US,2009
5,israel,2009
0,US,2009
0,israel,2009
0,uk,2009
0,US,2009
4,US,2009
1,israel,2009
6,china,2009
0,US,2009
1,US,2009
5,US,2009
0,israel,2009
0,china,2009
1,US,2009
11,china,2009
10,uk,2009
6,china,2009
77,US,2009
0,uk,2009
3,china,2009
0,israel,2009
0,US,2009
0,uk,2009
0,china,2009
0,china,2009
19,US,2009
4,china,2009
0,china,2009
1,uk,2009
1,US,2009
2,uk,2009
15,uk,2009
0,israel,2009
10,US,2009
1,US,2009
4,israel,2009
1,japan,2009
3,india,2009
1,israel,2009
4,un,2009
60,china,2009
0,israel,2009
10,un,2009
0,egypt,2009
13,china,2009
54,uk,2009
2,china,2009
0,US,2009
0,china,2009
5,US,2009
0,US,2009
0,US,2009
0,uk,2009
0,israel,2009
16,uk,2009
5,US,2009
1,egypt,2009
20,uk,2009
3,US,2009
3,china,2009
0,US,2009
2,US,2009
1,china,2009
0,china,2009
0,US,2009
0,US,2009
8,china,2009
4,china,2009
3,US,2009
5,china,2009
18,US,2009
18,china,2009
0,US,2009
50,US,2009
40,china,2009
5,US,2009
11,china,2009
0,uk,2009
0,israel,2009
0,israel,2009
2,israel,2009
2,un,2009
30,US,2009
30,uk,2009
10,US,2009
10,china,2009
10,uk,2009
3,US,2009
9,US,2009
2,uk,2009
886,uk,2009
0,uk,2009
3,china,2009
1,china,2009
27,uk,2009
0,US,2009
0,US,2009
7,US,2009
2,US,2009
3,india,2009
4,israel,2009
0,US,2009
2,US,2009
0,US,2009
4,uk,2009
0,un,2009
0,uk,2009
2,US,2009
48,US,2009
5,US,2009
0,US,2009
22,US,2009
0,un,2009
1,un,2009
4,US,2009
2,US,2009
0,china,2009
75,US,2009
0,uk,2009
18,un,2009
0,US,2009
3,US,2009
1,US,2009
0,japan,2009
2,US,2009
12,US,2009
5,uk,2009
16,china,2009
13,israel,2009
5,uk,2009
0,US,2009
9,US,2009
5,US,2009
5,israel,2009
10,uk,2009
6,uk,2009
13,israel,2009
0,US,2009
2,china,2009
0,egypt,2009
5,US,2009
120,US,2009
5,US,2009
4,iraq,2009
17,uk,2009
0,ukraine,2009
6,US,2009
6,china,2009
1,un,2009
1,israel,2009
0,US,2009
12,uk,2009
0,US,2009
28,US,2009
4,US,2009
1,US,2009
7,un,2009
9,uk,2009
1,china,2009
0,china,2009
7,US,2009
0,israel,2009
45,US,2009
9,india,2009
8,US,2009
0,US,2009
10,US,2009
1,india,2009
3,uk,2009
3,un,2009
8,US,2009
7,uk,2009
7,iraq,2009
47,US,2009
0,US,2009
0,US,2009
0,china,2009
1,US,2009
1,US,2009
3,uk,2009
0,un,2009
1,uk,2009
8,israel,2009
0,US,2009
1,japan,2009
14,india,2009
1,US,2009
6,israel,2009
1,china,2009
2,US,2009
0,india,2009
8,israel,2009
26,uk,2009
1,china,2009
0,US,2009
0,china,2009
2,iraq,2009
1,US,2009
0,uk,2009
17,US,2009
1,china,2009
1,US,2009
1,US,2009
14,china,2009
0,japan,2009
7,uk,2009
4,un,2009
51,israel,2009
0,iraq,2009
5,US,2009
30,japan,2009
50,uk,2009
13,un,2009
6,US,2009
0,US,2009
3,US,2009
4,india,2009
39,uk,2009
0,US,2009
1,US,2009
0,US,2009
69,china,2009
13,US,2009
0,US,2009
3,US,2009
23,US,2009
2,china,2009
147,uk,2009
2,US,2009
6,US,2009
6,israel,2009
3,US,2009
5,iraq,2009
0,uk,2009
2,US,2009
0,uk,2009
0,US,2009
0,US,2009
0,US,2009
0,US,2009
4,china,2009
3,iraq,2009
22,un,2009
0,china,2009
0,iraq,2009
0,uk,2009
8,US,2009
7,india,2009
2,uk,2009
34,US,2009
1,US,2009
1,china,2009
0,US,2009
18,israel,2009
2,israel,2009
1,uk,2009
2,uk,2009
95,US,2009
37,US,2009
16,US,2009
0,uk,2009
1,israel,2009
0,US,2009
12,israel,2009
16,US,2009
16,iraq,2009
50,US,2009
6,china,2009
46,china,2009
11,un,2009
8,israel,2009
4,US,2009
4,israel,2009
52,iraq,2009
0,US,2009
0,china,2009
5,china,2009
2,US,2009
5,ukraine,2009
34,un,2009
1,US,2009
11,US,2009
313,US,2009
0,china,2009
0,china,2009
11,china,2009
0,US,2009
0,japan,2009
0,US,2009
4,un,2009
1,china,2009
5,india,2009
17,israel,2009
0,US,2009
1,israel,2009
4,US,2009
11,iraq,2009
7,japan,2009
0,iraq,2009
0,israel,2009
3,israel,2009
16,japan,2009
4,japan,2009
18,US,2009
18,china,2009
16,uk,2009
4,japan,2009
9,uk,2009
5,US,2009
6,israel,2009
18,india,2009
1,israel,2009
0,US,2009
0,US,2009
0,israel,2009
8,uk,2009
7,US,2009
2,israel,2009
20,uk,2009
5,india,2009
4,china,2009
4,un,2009
5,US,2009
12,US,2009
10,uk,2009
104,israel,2009
6,israel,2009
1,uk,2009
3,ukraine,2009
120,israel,2009
24,israel,2009
25,israel,2009
0,japan,2009
0,egypt,2009
300,israel,2009
95,US,2009
3,israel,2009
3,US,2009
3,israel,2009
5,un,2009
3,india,2009
3,china,2009
14,US,2009
5,US,2009
7,US,2009
7,iraq,2009
0,US,2009
3,US,2009
2,iraq,2009
491,israel,2009
4,US,2009
1,US,2009
5,egypt,2009
4,israel,2009
2,US,2009
0,US,2009
0,iraq,2009
1,un,2009
0,US,2009
11,US,2009
0,iraq,2009
146,india,2009
4,US,2009
4,US,2009
612,iraq,2009
0,US,2009
0,iraq,2009
11,US,2009
11,israel,2009
3,US,2009
3,uk,2009
0,US,2009
0,iraq,2009
8,israel,2009
0,iraq,2009
1,china,2009
0,US,2009
1,US,2009
0,uk,2009
9,US,2009
0,china,2009
0,india,2009
67,US,2009
0,china,2009
0,iraq,2009
0,china,2009
68,israel,2009
0,china,2009
18,israel,2009
13,uk,2009
1,iraq,2009
6,china,2009
9,china,2009
0,US,2009
0,iraq,2009
58,israel,2009
5,US,2009
7,israel,2009
28,israel,2009
4,US,2009
4,US,2009
0,iraq,2009
4,israel,2009
3,un,2009
1,india,2009
1,israel,2009
0,un,2009
57,israel,2009
3,uk,2009
0,uk,2009
10,US,2009
4,US,2009
0,US,2009
0,israel,2009
0,india,2009
0,israel,2009
1,china,2009
0,US,2009
7,israel,2009
0,india,2009
0,uk,2009
0,india,2009
0,US,2009
31,china,2009
3,iraq,2009
8,US,2009
8,israel,2009
0,uk,2009
15,israel,2009
0,un,2009
23,US,2009
0,US,2009
0,iraq,2009
3,israel,2009
16,US,2009
16,israel,2009
108,iraq,2009
8,un,2009
0,US,2009
0,US,2009
0,china,2009
23,israel,2009
1,US,2009
7,india,2009
0,india,2009
0,uk,2009
0,japan,2009
3,US,2009
2,un,2009
0,US,2009
3,uk,2009
6,US,2009
4,india,2009
0,india,2009
2,india,2009
6,israel,2009
5,US,2009
5,US,2009
16,uk,2009
0,india,2009
2,uk,2009
46,china,2009
0,india,2009
0,iraq,2009
0,uk,2009
4,china,2009
7,US,2009
6,iraq,2009
0,iraq,2009
7,US,2009
5,israel,2009
0,china,2009
0,US,2009
4,uk,2009
0,US,2009
4,uk,2009
22,un,2009
3,israel,2009
3,US,2009
0,uk,2009
2,US,2009
2,china,2009
0,india,2009
0,uk,2009
0,US,2009
0,india,2009
3,china,2009
0,un,2009
0,uk,2009
0,india,2009
0,iraq,2009
3,uk,2009
3,un,2009
6,US,2009
6,israel,2009
10,US,2009
16,israel,2009
0,india,2009
0,india,2009
0,india,2009
14,iraq,2009
110,uk,2009
38,israel,2009
3,india,2009
5,US,2009
0,US,2009
0,US,2009
0,US,2009
7,US,2009
0,US,2009
6,iraq,2009
6,israel,2009
270,israel,2009
0,uk,2009
3,un,2009
6,japan,2009
5,US,2009
0,iraq,2009
0,china,2009
7,israel,2009
4,israel,2009
0,iraq,2009
0,un,2009
0,US,2009
0,un,2009
0,israel,2009
1,israel,2009
0,US,2009
6,US,2009
0,US,2009
3,US,2009
9,israel,2009
13,US,2009
13,iraq,2009
0,uk,2009
3,israel,2009
15,US,2009
233,israel,2009
13,US,2009
13,uk,2009
58,ukraine,2009
7,india,2009
13,israel,2009
0,china,2009
1,china,2009
0,iraq,2009
3,israel,2009
16,israel,2009
2,israel,2009
5,israel,2009
3,israel,2009
0,US,2009
0,israel,2009
18,israel,2009
0,israel,2009
0,china,2009
4,china,2009
0,china,2009
0,china,2009
2,israel,2009
4,israel,2009
0,china,2009
0,uk,2009
48,china,2009
0,china,2009
8,china,2009
25,china,2009
13,china,2009
8,china,2009
7,china,2009
5,japan,2009
4,US,2009
1,china,2009
0,china,2009
0,US,2009
0,US,2009
4,china,2009
3,china,2009
2,US,2009
1,egypt,2009
1,china,2009
15,china,2009
4,china,2009
0,china,2009
0,US,2009
3,israel,2009
0,israel,2009
1,US,2009
2,US,2009
2,japan,2009
0,china,2009
0,US,2009
1,china,2009
0,uk,2009
7,china,2009
20,israel,2009
2,china,2009
4,US,2009
3,US,2009
18,israel,2009
63,iraq,2009
2,US,2009
0,china,2009
1,US,2009
1,US,2009
2,uk,2009
2,US,2009
0,US,2009
0,japan,2009
8,US,2009
0,US,2009
5,china,2009
7,US,2009
0,US,2009
2,china,2009
0,india,2009
10,iraq,2009
0,china,2009
3,uk,2009
0,china,2009
2,israel,2009
7,israel,2009
0,un,2009
0,israel,2009
0,un,2009
3,iraq,2009
0,un,2009
0,iraq,2009
0,US,2009
1,iraq,2009
0,US,2009
0,india,2009
14,US,2009
12,israel,2009
86,US,2009
86,india,2009
0,india,2009
20,china,2009
0,india,2009
0,iraq,2009
0,US,2009
30,un,2009
1,india,2009
1,israel,2009
3,israel,2009
48,israel,2009
19,US,2009
1,china,2009
10,china,2009
3,china,2009
2,china,2009
4,US,2009
0,china,2009
4,china,2009
2,US,2009
15,US,2009
1,israel,2009
4,US,2009
2,US,2009
3,israel,2009
2,US,2009
3,US,2009
13,china,2009
1,US,2009
1,iraq,2009
3,china,2009
0,un,2009
0,india,2009
0,china,2009
4,US,2009
3,uk,2009
5,egypt,2009
67,un,2009
5,US,2009
5,israel,2009
6,china,2009
0,US,2009
1,US,2009
1,israel,2009
0,israel,2009
2,china,2009
0,US,2009
0,japan,2009
0,iraq,2009
0,uk,2009
1,china,2009
2,US,2009
0,israel,2009
0,china,2009
2,israel,2009
2,un,2009
2,US,2009
2,iraq,2009
3,US,2009
0,US,2009
0,china,2009
1,china,2009
13,iraq,2009
0,israel,2009
2,uk,2009
0,US,2009
11,US,2009
17,US,2009
3,iraq,2009
0,uk,2009
11,US,2009
5,china,2009
1,iraq,2009
13,US,2009
1,US,2009
0,israel,2009
3,US,2009
3,japan,2009
0,china,2009
1,uk,2009
1,china,2009
2,egypt,2009
0,uk,2009
0,uk,2009
0,US,2009
2,uk,2009
0,india,2009
33,US,2009
3,uk,2009
7,china,2009
1,china,2009
45,iraq,2009
0,uk,2009
0,india,2009
0,india,2009
32,US,2009
0,US,2009
2,US,2009
271,israel,2009
7,china,2009
0,US,2009
0,US,2009
3,US,2009
2,iraq,2009
4,uk,2009
1,US,2009
1,iraq,2009
1,china,2009
0,israel,2009
2,china,2009
2,india,2009
33,uk,2009
6,israel,2009
0,china,2009
1,china,2009
543,israel,2009
543,uk,2009
8,US,2009
5,israel,2009
9,US,2009
2,iraq,2009
839,india,2009
0,un,2009
0,israel,2009
0,uk,2009
0,china,2009
0,india,2009
30,israel,2009
30,uk,2009
0,china,2009
35,israel,2009
0,israel,2009
0,china,2009
6,iraq,2009
0,US,2009
33,israel,2009
4,china,2009
5,israel,2009
13,US,2009
0,uk,2009
0,US,2009
0,iraq,2009
9,israel,2009
9,uk,2009
28,china,2009
0,china,2009
5,uk,2009
6,israel,2009
1,US,2009
1,uk,2009
3,US,2009
2,israel,2009
6,china,2009
0,uk,2009
5,israel,2009
0,uk,2009
0,israel,2009
268,israel,2009
0,china,2009
0,china,2009
4,US,2009
207,US,2009
1,china,2009
6,un,2009
0,US,2009
8,US,2009
0,US,2009
11,china,2009
4,israel,2009
23,israel,2009
2,uk,2009
0,china,2009
318,US,2009
0,india,2009
0,US,2009
0,china,2009
3,US,2009
10,US,2009
190,US,2009
2,US,2009
0,egypt,2009
3,israel,2009
3,un,2009
33,US,2009
33,israel,2009
3,US,2009
7,iraq,2009
7,israel,2009
1,india,2009
0,un,2009
1,iraq,2009
18,china,2009
0,US,2009
0,iraq,2009
3,un,2009
13,china,2009
23,un,2009
2,US,2009
3,US,2009
5,israel,2009
1,un,2009
3,US,2009
3,israel,2009
21,israel,2009
8,US,2009
8,israel,2009
12,US,2009
14,israel,2009
143,US,2009
143,israel,2009
0,israel,2009
6,israel,2009
7,uk,2009
2,uk,2009
7,US,2009
0,un,2009
1,india,2009
0,israel,2009
0,japan,2009
2,US,2009
4,uk,2009
7,US,2009
0,un,2009
0,china,2009
0,japan,2009
3,US,2009
0,india,2009
10,un,2009
61,israel,2009
2,uk,2009
0,israel,2009
1,uk,2009
1,china,2009
0,israel,2009
0,china,2009
10,israel,2009
9,US,2009
14,israel,2009
33,US,2009
1,US,2009
10,US,2009
0,china,2009
55,israel,2009
4,china,2009
8,israel,2009
13,china,2009
0,israel,2009
0,israel,2009
0,india,2009
0,US,2009
11,israel,2009
6,US,2009
3,US,2009
0,uk,2009
0,US,2009
66,israel,2009
0,US,2009
14,israel,2009
8,israel,2009
1,israel,2009
4,china,2009
2,israel,2009
1,US,2009
1,israel,2009
24,israel,2009
10,US,2009
128,israel,2009
14,israel,2009
0,uk,2009
3,israel,2009
1,US,2009
0,china,2009
0,US,2009
0,israel,2009
0,iraq,2009
2,china,2009
7,israel,2009
340,israel,2009
1,china,2009
3,US,2009
0,US,2009
0,israel,2009
2,US,2009
2,china,2009
2,uk,2009
11,china,2009
17,israel,2009
81,israel,2009
6,US,2009
15,india,2009
22,israel,2009
11,israel,2009
1,china,2009
101,india,2009
0,US,2009
0,india,2009
5,US,2009
4,US,2009
4,israel,2009
0,US,2009
57,uk,2009
4,india,2009
0,india,2009
95,israel,2009
0,india,2009
0,uk,2009
169,US,2009
3,US,2009
7,un,2009
1,china,2009
0,japan,2009
114,china,2009
0,japan,2009
1,US,2009
1,china,2009
40,china,2009
0,israel,2009
283,china,2009
2,US,2009
3,china,2009
0,india,2009
0,china,2009
1,US,2009
1,israel,2009
8,israel,2009
4,israel,2009
7,japan,2009
3,israel,2009
2,uk,2009
2,china,2009
1,israel,2009
20,uk,2009
20,egypt,2009
24,US,2009
2,US,2009
2,india,2009
0,india,2009
0,israel,2009
13,iraq,2009
6,US,2009
3,israel,2009
3,US,2009
3,china,2009
1,india,2009
63,israel,2009
5,US,2009
0,US,2009
6,china,2009
3,china,2009
3,china,2009
4,india,2009
0,israel,2009
43,china,2009
5,china,2009
0,iraq,2009
18,iraq,2009
1,iraq,2009
1,egypt,2009
5,israel,2009
3,india,2009
272,china,2009
1,israel,2009
0,iraq,2009
0,iraq,2009
2,china,2009
156,india,2009
6,iraq,2009
4,uk,2009
1,china,2009
6,uk,2009
83,US,2009
4,uk,2009
1,uk,2009
0,US,2009
0,iraq,2009
276,israel,2009
0,uk,2009
0,china,2009
34,egypt,2009
5,israel,2009
5,US,2009
2,uk,2009
10,uk,2009
4,ukraine,2009
0,US,2009
0,iraq,2009
109,uk,2009
32,uk,2009
7,US,2009
7,uk,2009
181,china,2009
181,egypt,2009
1,US,2009
848,china,2009
0,china,2009
10,uk,2009
4,un,2009
0,israel,2009
0,israel,2009
0,india,2009
0,US,2009
0,iraq,2009
0,US,2009
335,israel,2009
0,israel,2009
148,israel,2009
0,iraq,2009
35,US,2009
35,uk,2009
83,iraq,2009
247,israel,2009
21,un,2009
0,china,2009
1,israel,2009
0,US,2009
80,china,2009
2,china,2009
11,uk,2009
2,japan,2009
1,israel,2009
26,israel,2009
88,US,2009
13,israel,2009
13,japan,2009
2,india,2009
23,US,2009
17,uk,2009
6,china,2009
0,india,2009
1,israel,2009
2,israel,2009
54,US,2009
0,US,2009
5,US,2009
5,israel,2009
4,iraq,2009
0,US,2009
1,US,2009
8,US,2009
8,china,2009
0,US,2009
0,US,2009
6,israel,2009
6,egypt,2009
0,US,2009
3,iraq,2009
11,US,2009
11,iraq,2009
835,US,2009
13,US,2009
159,US,2009
0,US,2009
34,israel,2009
1,uk,2009
1,israel,2009
36,iraq,2009
30,US,2009
21,india,2009
0,israel,2009
0,israel,2009
25,china,2009
20,china,2009
46,israel,2009
29,US,2009
0,iraq,2009
4,US,2009
4,israel,2009
48,israel,2009
7,iraq,2009
191,US,2009
632,uk,2009
181,china,2009
75,uk,2009
18,china,2009
7,china,2009
6,uk,2009
26,israel,2009
2,US,2009
1,US,2009
685,US,2009
685,israel,2009
8,US,2009
1,US,2009
524,israel,2009
0,india,2009
1,china,2009
0,US,2009
57,israel,2009
2,china,2009
8,israel,2009
39,china,2009
0,china,2009
0,india,2009
26,US,2009
3,china,2009
5,US,2009
8,US,2009
11,china,2009
0,israel,2009
15,US,2009
13,israel,2009
6,iraq,2009
0,US,2009
48,india,2009
19,japan,2009
1,US,2009
292,china,2009
23,US,2009
12,israel,2009
5,US,2009
5,iraq,2009
1,china,2009
1,india,2009
0,israel,2009
1,india,2009
2,china,2009
0,US,2009
10,US,2009
1,china,2009
0,US,2009
0,uk,2009
0,US,2009
1,iraq,2009
0,US,2009
10,israel,2009
7,iraq,2009
1,israel,2009
47,uk,2009
2,uk,2009
2,japan,2009
0,china,2009
0,israel,2009
30,US,2009
1,US,2009
1,uk,2009
21,uk,2009
5,uk,2009
3,iraq,2009
8,US,2009
92,US,2009
92,uk,2009
0,india,2009
3,uk,2009
0,china,2009
19,israel,2009
19,un,2009
0,china,2009
0,india,2009
14,uk,2009
73,uk,2009
178,iraq,2009
8,israel,2009
4,uk,2009
48,israel,2009
1,US,2009
1,india,2009
2,iraq,2009
4,iraq,2009
4,china,2009
0,US,2009
3,japan,2009
232,uk,2009
12,US,2009
5,US,2009
2,US,2009
2,china,2009
1661,uk,2009
379,US,2009
3,iraq,2009
3,US,2009
17,iraq,2009
21,US,2009
1,US,2009
17,US,2009
4,uk,2009
524,israel,2009
2,india,2009
1,uk,2009
32,china,2009
16,US,2009
0,uk,2009
1,china,2009
1,US,2009
74,uk,2009
